name,anime_count_score,shared_10s_score,global_user_mean_diff_score,user_mean_diff_score,pearson_score,final_score
MohsinQ,20.828284025845303,3.75,-2.6394295420765843,-10.0,38.231356763264245,50.17021124703297
SpaceWhales,30.402143205143176,11.25,-3.526850844082162,-3.3963133640552954,15.376507335954503,50.105486332960226
Unknow0059,9.083375215319688,7.5,-0.7290690741844799,-10.0,44.23702563310981,50.09133177424502
annonymous177013,19.61313470220133,7.5,-3.474704348811727,-10.0,36.428947143345965,50.06737749673557
Decimus,26.564543854132474,0.0,-5.0,-10.0,38.502314383278666,50.06685823741114
Mex,28.070057266420037,7.5,-4.790873559717781,-2.62626262626263,21.909643787288648,50.06256486772827
Akiwa,37.79183341902666,7.5,-0.6926089522344796,-10.0,15.443002007817224,50.04222647460941
BioChemRS,29.67253406863147,15.0,-1.4781252232727695,-10.0,16.825212486604475,50.01962133196318
M3ntosek,17.556320961781267,7.5,-0.8985605996082171,-10.0,35.856925304741964,50.014685666915014
JoaoHMana,13.611368366644781,3.75,-1.129257398101629,-4.36666666666666,38.110582864351784,49.97602716622828
HectorJoestar,20.01976272013333,3.75,-2.7841412947088315,-10.0,38.96481307676182,49.95043450218632
user125687,13.754626895832804,7.5,-5.0,-1.8681318681318686,35.548509768556784,49.935004796257715
Mileena,19.34117255503333,7.5,-2.284897771299242,-6.519083969465655,31.897028014066542,49.93421882833498
Heryumu,29.67253406863147,7.5,-4.558693943651917,-10.0,27.306711655529078,49.92055178050863
Alvy,27.445828817880226,3.75,-4.515843466034838,-10.0,33.239573066080034,49.91955841792542
Joeseph,17.417797162745256,7.5,-5.0,-2.948717948717956,32.943949396003255,49.91302861003055
Kudali,10.120555553331984,0.0,-4.653570884726662,-10.0,54.42475632668986,49.89174099529518
Gocho,25.802317687684653,7.5,-1.7959240647682861,-9.277777777777771,27.65309371865084,49.88170956378943
rvadarocket,25.033778547700813,11.25,-5.0,-10.0,28.59582578791714,49.879604335617955
TheSilentOtaku,28.56628353848387,11.25,-5.0,-10.0,25.055383750788568,49.87166728927244
koriandrsss,12.748134623620615,3.75,-5.0,-9.226190476190467,47.57256339186206,49.84450753929221
tak0,13.467934477080755,7.5,-5.0,-10.0,43.84575176822739,49.81368624530814
Dexeat,14.468289136132924,11.25,-4.740368509212729,-10.0,38.82373348924202,49.80165411616221
Henaroo,15.460051136761065,11.25,-4.708006049665812,-3.0582524271844562,30.83723879996845,49.781031459879244
Meistro,16.303293796921164,7.5,-5.0,-1.7889908256880744,32.74231199458024,49.75661496581333
CoolRun,23.346953404633087,7.5,-5.0,-10.0,33.89004792197552,49.737001326608606
FudanshiNoOu,31.365135206102742,7.5,-3.3403685092127375,-7.577777777777769,21.787969518518636,49.73495843763087
DanGitz,12.458987159604556,0.0,-5.0,-2.621951219512198,44.88993882871731,49.72697476880967
SfaFreak,23.60839392924105,11.25,-4.137096525572659,-5.3987730061349595,24.399002943933674,49.7215273414671
Degurechaff,28.442490011031918,11.25,-3.37220930523263,-10.0,23.39198722881223,49.71226793461152
Mister,29.0597040445317,11.25,-2.572083719568724,-10.0,21.965123302199338,49.70274362716231
ShawnjiIkari,8.337271305459458,3.75,-2.4818537130094853,-10.0,50.060487548173086,49.66590514062306
Senzui69,35.332643901716494,11.25,-5.0,-10.0,18.082060486210008,49.664704387926506
Jonner,17.556320961781267,0.0,-4.118899582659068,-4.491525423728824,40.69734594763075,49.643241903024126
Falzc,32.67092404813009,7.5,-3.1655097521505837,-10.0,22.632893839421012,49.63830813540052
InVale,13.611368366644781,3.75,-5.0,-1.3333333333333286,38.60825052809555,49.63628556140701
Bastadon,22.558423181785184,0.0,-1.205868049927048,-9.387096774193552,37.63823074187451,49.603689099539096
Ciii,24.25892643418095,7.5,-4.055844699688919,-8.720238095238102,30.613813969403225,49.596657608657154
dorez,16.022914351705133,26.25,-5.0,-7.990654205607484,20.312696101388656,49.59495624748631
Plexez,20.962423815481298,7.5,-0.4629792318234536,-10.0,31.588158829092976,49.58760341275082
zeyfuller,12.169138254084492,3.75,-1.9070351758794004,-6.912499999999994,42.45751181251804,49.55711489072314
ZLucrador,29.30536213529961,7.5,-4.26761209895632,-10.0,27.012359970905074,49.550110007248364
Togwrlp,22.161790705285217,3.75,-5.0,-2.0394736842105203,30.671741764795996,49.54405878587069
Rapture,34.41734992302909,7.5,-0.5305411519750152,-10.0,18.15450454573368,49.54131331678776
Dhoha,11.441447183704327,0.0,-1.0737018425460718,-10.0,49.16559906254854,49.53334440370679
tinyraccoon,24.51791191352491,7.5,-5.0,-9.058823529411754,31.566824201350677,49.525912585463836
Starboyo,18.246309551321303,7.5,-5.0,-5.609756097560975,34.38686207374877,49.5234155275091
motxi,20.559478365445315,3.75,-0.835606604450831,-9.42857142857143,35.475650073273634,49.52095040569669
Esharp777,23.60839392924105,11.25,-4.81194315133952,-5.460122699386503,24.9284521842479,49.514780262762926
CModel,39.20509637553344,7.5,-1.7811848357433462,-7.255102040816325,11.815383548327183,49.48419304730095
BlurrYs,17.83284247872528,7.5,-5.0,-4.333333333333329,33.4814864546155,49.48099560000745
Thorgan,7.737231690803261,0.0,-2.3929648241205967,-1.7000000000000028,45.82606173707943,49.47032860376209
Manpig,24.647141612632883,3.75,-1.5239942402068891,-10.0,32.58952322952793,49.46267060195392
ciscokid96,15.177567367033026,3.75,-0.2266281904572338,-10.0,40.734770595494936,49.43570977207073
meltbanana,22.161790705285217,11.25,-5.0,-3.5592105263157947,24.57269934631191,49.425279525281326
adrianime16,22.558423181785184,7.5,-3.9876803371697207,-6.6451612903225765,29.98010471985563,49.405686274148515
rosewhip,15.460051136761065,0.0,-4.563838610528364,-10.0,48.50842631158261,49.40463883781531
DaLadybugMan,18.931914131461326,0.0,-3.0867226758794004,-1.0546875,34.61004538120998,49.400549336791904
yeahright,27.696046278424152,11.25,-3.5352403040845246,-7.692307692307686,21.63735927060112,49.355857552633054
HyperMonkeyBird,15.741833464985099,7.5,-5.0,-8.066666666666677,39.1786278743591,49.35379467267752
Faerieleaf,28.813344512259786,7.5,-1.9952704699970525,-3.5539215686274446,18.578382552307666,49.34253502594296
Sibyl,23.869133012345014,3.75,-0.5585503273945562,-10.0,32.2789075513244,49.339490236274855
Tartenter,15.177567367033026,3.75,-5.0,-7.524752475247524,42.93395065766647,49.336765549451975
maechaima,25.162306805304787,3.75,-4.607035175879403,-10.0,35.02994014170042,49.335211771125806
Relextor,23.215970101765105,7.5,-3.5320351758794004,-10.0,32.1321132604415,49.31604818632721
Skiep,8.337271305459458,0.0,-0.16703889819467577,-10.0,51.13537598230596,49.30560838957074
Dunci,24.51791191352491,3.75,-2.8187998817617483,-10.0,33.83949956000765,49.28861159177082
Nezu,28.194376874999996,3.75,-3.91959798994975,-3.2412060301507495,24.487578360685767,49.27115121558526
L3g3nd,22.161790705285217,7.5,-5.0,-8.585526315789473,33.17334393374658,49.24960832324233
queromassa,12.169138254084492,7.5,-5.0,-10.0,44.57720014797398,49.24633840205848
ChirekachiMizu,13.036580646132672,18.75,-4.895407268902659,-4.0697674418604635,26.400077808955796,49.22148374432534
Sayali64,24.647141612632883,0.0,-2.6351053513180034,-3.5614035087719174,30.767404506894998,49.21803725943796
Darkerthan3lack,18.521077464505314,0.0,-5.0,-0.3999999999999915,36.084416504188624,49.20549396869394
Alessandra,20.559478365445315,0.0,-0.01417803302225451,-8.500000000000007,37.133650956802256,49.17895128922531
plumbabby,11.733049692984395,3.75,-5.0,-1.740259740259745,40.38103006163318,49.12382001435783
LeonYehuda,14.183350321140878,11.25,-5.0,-8.436170212765958,37.117348868752785,49.114528977127705
callmejean,10.415314549380065,0.0,-2.4900236476500126,-10.0,51.17019530640866,49.09548620813871
ClockworkOwen,13.611368366644781,11.25,-2.4625907314349575,-10.0,36.68322988644845,49.08200752165828
driesaster,20.559478365445315,3.75,-3.97846374730797,-10.0,38.739516812549184,49.07053143068653
Aquatan,18.658198380533317,11.25,-5.0,-10.0,34.13547805139814,49.04367643193146
daishahttp,6.376883975830787,3.75,-0.3094742002696478,-10.0,49.212155757402115,49.029565532963254
friskycatnip,27.320457047044265,7.5,-3.464326842546072,-10.0,27.639056163984083,48.99518636848228
ZenithDgN,29.550318784563515,0.0,-1.4546542234984514,-10.0,30.862594382020163,48.95825894308523
KawaiiChiaki,10.415314549380065,3.75,-1.0393881170558643,-9.779411764705884,45.5309631253254,48.877477792943715
Mexiguy,20.42481249468132,3.75,-5.0,-10.0,39.67139487155037,48.84620736623169
ShinobuDonuts,10.415314549380065,0.0,-1.4070351758794004,-4.661764705882348,44.49617937790193,48.84269404552025
sakutaarrls,27.445828817880226,7.5,-4.464029994532254,-10.0,28.358255670395078,48.840054493743054
EdSnow,25.033778547700813,3.75,-4.33806965863802,-4.425287356321839,28.81459687130559,48.835018404046544
Casey,17.140223483545235,3.75,-0.11470395455538096,-10.0,38.026668104550055,48.80218763353991
Pviictor,28.442490011031918,7.5,-1.4287857196429883,-4.776119402985074,18.993682272233634,48.73126716063749
Jaidenn,13.754626895832804,7.5,-5.0,-3.395604395604394,35.87198498797521,48.731007488203616
dom53,14.894382155800987,11.25,-0.865692096847873,-10.0,33.42952979373834,48.70821985269146
Schurmann,21.630492358021257,0.0,-4.065937797093575,-10.0,41.124646711699825,48.68920127262751
Cheez,18.795143936185323,3.75,-5.0,-5.944881889763778,37.05386329478875,48.65412534121029
Pejotagatari,25.418837239384732,3.75,-2.254492802998044,-10.0,31.733525385145203,48.64786982153189
Brando,11.295382888500288,11.25,-2.555683824528046,-6.527027027027032,35.1635363189526,48.626208355897816
TsuZAke26,19.74885273522133,7.5,-3.7577814445361213,-7.768656716417908,32.85967620970868,48.582090783975985
GhostTown,7.737231690803261,0.0,-2.307035175879406,-3.299999999999997,46.449746061510844,48.5799425764347
devon183,13.1805406168247,3.75,-3.99324207243113,-8.850574712643677,44.48863474653371,48.575358578283605
Joe,12.169138254084492,3.75,-2.5945351758794004,-3.25,38.488549945563236,48.56315302376833
ZeRoyale,29.0597040445317,3.75,-3.882763331219209,-10.0,29.629198806791962,48.55613952010445
Yarfy,13.611368366644781,3.75,-5.0,-10.0,46.17506484863551,48.53643321528029
FickleMindS,21.896492252405242,3.75,-0.5596314907872681,-10.0,33.44237268109469,48.529233442712666
TrapperHell,36.124319713327935,3.75,-0.07792723013563574,-3.5563909774436055,12.274983723942682,48.514985229691376
kikims93s,28.194376874999996,3.75,-0.9045226130653248,-10.0,27.44638700637904,48.48624126831371
Leark,13.467934477080755,0.0,-1.4070351758794004,-10.0,46.423001142187246,48.4839004433886
AYAYAmatics,16.022914351705133,7.5,-1.5368900577654614,-4.392523364485982,30.82915813233442,48.42265906178811
KBN,17.001173603381226,3.75,-3.2491404390372907,-0.30701754385964364,31.136231628023754,48.33124724850805
Wormy01,12.458987159604556,3.75,-5.0,-2.9878048780487916,40.07969003198046,48.300872313536225
Hitmarker,10.120555553331984,3.75,-0.03235876351453726,-10.0,44.43197041545349,48.27016720527094
Mokacchi,17.83284247872528,7.5,-3.7820351758794004,-10.0,36.71777504391935,48.26858234676523
ItsMT,17.001173603381226,3.75,-4.740368509212729,-10.0,42.25741356592314,48.268218660091634
loh3ngramm,9.825095115779904,0.0,-5.0,-10.0,53.407064026455565,48.23215914223547
czs,18.108662554165296,0.0,-2.1447400939121906,-10.0,42.26340334741903,48.22732580767213
Bubblesssssss,37.35102102577902,0.0,-0.43230593400214445,-1.9675090252707577,13.274017617664455,48.22522368417057
StellarLake,14.610495503064948,0.0,-3.6750764129928086,-10.0,47.26178731527711,48.19720640534925
KaylAguas,13.754626895832804,0.0,-1.1204373515931252,-10.0,45.55213650597923,48.18632605021891
ZetaBM,20.559478365445315,7.5,-5.0,-10.0,35.090284229716154,48.14976259516147
MarcoToua,23.08481143852112,3.75,-3.6397395783951225,-10.0,34.95385154526529,48.14892340539129
HappyMN,21.363791022133277,0.0,-3.7700488745095413,-10.0,40.55473735101643,48.148479498640164
DramaticWorry,17.83284247872528,3.75,-0.5737018425460718,-10.0,37.13170255090288,48.14084318708208
Griin,12.748134623620615,3.75,-1.7477267288825047,-10.0,43.36852104067848,48.11892893541659
Eiko44,11.002728216964218,7.5,-4.115368509212729,-10.0,43.66101473816608,48.048374445917574
Maittt,18.38378118810131,0.0,-5.0,-5.685483870967744,40.32760559966079,48.02590291679436
Izzumi,18.108662554165296,7.5,-1.4890023889941517,-10.0,33.9021954234357,48.02185558860684
Wasa,21.497229370265266,7.5,-5.0,-10.0,34.01890373481626,48.01613310508153
user144206,21.76357998540125,7.5,-5.0,-1.3087248322147644,24.982714545825036,47.93756969901152
chikipichi,28.93661195858374,11.25,-2.480205907586722,-9.146341463414629,19.36972139455279,47.92978598213518
Samimaru,16.58297180063319,11.25,-5.0,-3.243243243243242,28.3180095440064,47.90773810139635
Azazel21,33.490832880277644,7.5,-2.8267882622991465,-8.016460905349803,17.728916647302807,47.8765003599315
snowy,14.752526509620967,11.25,-5.0,-8.357142857142847,35.21906514002322,47.864448792501335
JDubb,13.467934477080755,3.75,-3.0362486590254747,-10.0,43.65500929318279,47.83669511123807
impsympathizer,19.47724130880533,11.25,-5.0,-7.8409090909090935,29.92934846307297,47.81568068096921
ByZun,30.159641601143274,3.75,-0.6162206380740898,-10.0,24.50330706166156,47.79672802473075
t62pac,18.658198380533317,7.5,-2.280051048895274,-10.0,33.91424784378117,47.792395175419216
ViviMayoi,9.52893323672382,3.75,-3.261873885556824,-10.0,47.75927024343094,47.77632959459794
NHL2004,18.108662554165296,3.75,-5.0,-10.0,40.898213374580756,47.756875928746055
Vicaes,28.93661195858374,0.0,-3.2850839563672025,-10.0,32.10250975448755,47.754037756704086
MoonFall24,19.06850896636133,15.0,-5.0,-1.7441860465116292,20.42523284255758,47.74955576240728
whostae,21.230177313625287,11.25,-3.924276555189749,-10.0,29.182955932391977,47.73885669082752
zettesuz,9.52893323672382,3.75,-1.9800615983141512,-10.0,46.43688705376999,47.73575869217966
bmoore07,14.894382155800987,3.75,-0.8514796203238433,-0.10101010101010388,30.041908357798107,47.73380079226514
tuutuuruuu,11.149143232920252,7.5,-1.3326908515178602,-10.0,40.3816676336812,47.69812001508359
juiicyshit,12.02395076076046,7.5,-5.0,-10.0,43.169114637065434,47.69306539782589
Tjaalbi,18.658198380533317,3.75,-3.78798755683178,-3.3730158730158735,32.43720147728155,47.684396427967215
Arithan,14.183350321140878,3.75,-3.3751202822623725,-7.531914893617014,40.56201397932524,47.588329124586735
Cheesie,19.20492844088533,3.75,-4.9070351758794,-10.0,39.52190096184387,47.569794226849794
AJ2000,11.149143232920252,0.0,-4.763199559441048,-3.4383561643835634,44.56293230588715,47.51051981498279
gwenvis,23.869133012345014,7.5,-4.134307903152134,-4.515151515151523,24.78835999293049,47.50803358697185
shambu,24.647141612632883,11.25,-5.0,-10.0,26.60211692287551,47.49925853550839
ghostquartz,15.177567367033026,11.25,-3.3872331956813753,-10.0,34.42749869439181,47.46783286574346
sakechan,12.603648571800585,7.5,-4.117878549373373,-10.0,41.45624899393116,47.44201901635837
Cerkas,11.733049692984395,3.75,-1.8615806304248537,-10.0,43.78970507898845,47.41117414154799
kondanta,22.558423181785184,7.5,-4.374777111363272,-8.225806451612897,29.88096918988714,47.33880880869616
itzn0tkt,13.036580646132672,7.5,-1.5233142456468443,-10.0,38.31321095970395,47.32647736018978
Mator,34.8763997953808,3.75,-2.1223765888264836,-10.0,20.81973717329235,47.32376037984666
TheMadBro,21.630492358021257,3.75,-0.42730544614967414,-10.0,32.35232385441256,47.305510766284144
Weenie2121,25.929793783032622,3.75,-3.2026152863766413,-9.392265193370164,30.18357403864824,47.268487341934055
Jaw,17.83284247872528,3.75,-1.9070351758794004,-5.88333333333334,33.46647109953059,47.25894506904312
lennon,18.521077464505314,7.5,-2.0870351758794072,-10.0,33.30487774823668,47.23892003686258
SmillieReacts,24.905074929720836,11.25,-1.4070351758794004,-10.0,22.489334379652814,47.23737413349426
Totte,19.884395407865334,7.5,-3.184812953657172,-2.762962962962959,25.76539922760978,47.20201871885499
AZxSunny,22.953477414901137,0.0,-4.445009859423706,-9.303797468354432,37.959433126988905,47.164103214111904
asakuraikun,11.878587907060426,0.0,-0.1955289266847018,-6.217948717948715,41.66455481598864,47.12966507841565
mariazeroth,15.036062441605008,7.5,-5.0,-8.659999999999997,38.25182736060412,47.127889802209125
Hatoko,14.610495503064948,11.25,-4.448272289281462,-10.0,35.71546200824105,47.12768522202453
Hanayo,16.16319175450115,7.5,-4.092220361064591,-10.0,37.54333075574721,47.11430214918377
Semon,16.022914351705133,3.75,-5.0,-10.0,42.323003470107146,47.09591782181228
FrostP,19.61313470220133,3.75,-1.9333509653530854,-4.6992481203007515,30.357027536340173,47.08756315288767
coldlightning44,30.885042088630968,3.75,-0.20794015325496673,-10.0,22.657594745019548,47.08469668039555
daddysdingers,20.289971263541325,7.5,-4.776600393270698,-7.456521739130437,31.493716219589526,47.05056535072971
Veko,26.94328957228037,3.75,-3.126611895456122,-10.0,29.468570561873513,47.03524823869776
tippl,11.441447183704327,0.0,-5.0,-10.0,50.559600835859754,47.00104801956408
breath,8.934505154099643,0.0,-2.096690348293194,-8.793103448275858,48.91757120953929,46.96228256706988
jotaronirvana467,16.303293796921164,0.0,-4.464524457148123,-10.0,45.12005236366814,46.958821703441174
Aleril,31.00532840856291,3.75,-1.6998279686721958,-10.0,23.89270612664332,46.94820656653403
teshro,23.869133012345014,7.5,-2.104004872849103,-10.0,27.670777499351907,46.935905638847814
Tabs,23.999239513332995,15.0,-5.0,-10.0,22.93093250451369,46.93017201784669
Hliceath,14.610495503064948,3.75,-5.0,-0.5154639175257785,34.07762539835178,46.922656983890946
Kanta,31.96130599448246,0.0,-0.9939916976185259,-7.021739130434781,22.96136121444249,46.90693638087164
Rait0Sama,19.884395407865334,3.75,-1.7040759352317139,-10.0,34.95011165390875,46.88043112654237
ineopolitan,17.001173603381226,3.75,-1.714052719739044,-10.0,37.836294462605224,46.873415346247405
Oversight,22.82196803090515,0.0,-1.5025765771532917,-1.1464968152866248,26.68298706717797,46.8558817056432
AksumkA,23.477761347125067,15.0,-5.0,-10.0,23.370365386401136,46.8481267335262
Yokoh,33.257450015829775,7.5,-3.792927292061975,-10.0,19.83822004107162,46.80274276483942
Tsukinyaa,17.001173603381226,7.5,-4.652649210967127,-10.0,36.95017555183482,46.798699944248916
Kavvi,11.58733611853236,3.75,-1.6701930706162358,-10.0,43.10861246548113,46.77575551339726
Anonryuu,23.477761347125067,11.25,-3.783578385755945,-10.0,25.793277181984163,46.73746014335329
mx,8.337271305459458,3.75,-1.5922203610645909,-10.0,46.2232702829037,46.71832122729857
migred,8.934505154099643,0.0,-1.148414486224226,-10.0,48.931439995555024,46.71753066343044
aizuchan,14.040617873080858,3.75,-2.3210136705030493,-10.0,41.18269065214067,46.65229485471848
TsukiHoshi,25.29065970253276,7.5,-0.4111466423024197,-10.0,24.26992494797067,46.64943800820102
Zchae,20.962423815481298,11.25,-4.658783427627654,-10.0,29.026211370750726,46.57985175860438
Coronel,8.337271305459458,0.0,-3.3514796203238433,-10.0,51.59219984584032,46.577991530975936
buzzingbee87,26.8172163599404,3.75,-1.3804394311985533,-10.0,27.38197582925911,46.568752758000954
user147172,19.61313470220133,3.75,-4.301772017984661,-10.0,37.50187127277551,46.56323395699218
cocobean,21.096388244741295,11.25,-3.247312953657172,-10.0,27.459641597513354,46.55871688859747
AbsoluteXandy,20.289971263541325,11.25,-4.269354016459104,-7.427536231884055,26.714864108190113,46.55794512338828
tiltingPenguin,36.79605992575945,11.25,-1.5173292935264584,-9.1875,9.204317254605208,46.5455478868382
Jul1o,18.246309551321303,11.25,-4.740368509212729,-7.869918699186989,29.64209648352068,46.52811882644227
LunaPii,37.57177794315484,0.0,-1.3711928819725898,-8.763440860215056,19.04396284729946,46.48110704826666
Aristocrat,22.558423181785184,3.75,-5.0,-6.225806451612911,31.364599800131295,46.447216530303564
POROW,21.363791022133277,0.0,-1.02447167343567,-7.226027397260275,33.32380728981002,46.43709924124735
JuanchoStrikers,20.01976272013333,0.0,-2.6202704699970525,-10.0,39.030615083011654,46.43010733314793
mrmooshe,23.08481143852112,11.25,-5.0,-10.0,27.05068302913549,46.385494467656606
accipender,17.279098003333246,7.5,-5.0,-1.0344827586206975,27.637297891124184,46.38191313583673
mikablegh,13.754626895832804,0.0,-2.835606604450831,-10.0,45.462036623112006,46.38105691449398
Dislodge,26.564543854132474,15.0,-5.0,-4.731182795698928,14.539880551288094,46.37324160972164
Timm1,13.467934477080755,7.5,-5.0,-10.0,40.396368799953365,46.36430327703412
Shoq,10.268022731544026,0.0,-1.3324083102077537,-10.0,47.424015285389935,46.35962970672621
ShookieSeybah,18.521077464505314,0.0,-0.8870351758794044,-10.0,38.675034050349545,46.30907633897546
sniperking323,14.894382155800987,3.75,-0.4111466423024197,-8.636363636363633,36.68407358859562,46.280945465730554
Lilpandy,18.795143936185323,3.75,-1.2307600997111479,-10.0,34.95065575609084,46.26503959256502
Kuroiyuki,28.194376874999996,0.0,-1.3567839195979872,-10.0,29.419978428470216,46.257571383872225
Psyrhos,10.709372103924142,3.75,-5.0,-3.1857142857142833,39.96601679597097,46.23967461418083
Megararagi,23.346953404633087,15.0,-5.0,-7.142857142857139,20.004542054102785,46.20863831587873
PinkieBarto,22.82196803090515,7.5,-4.846525621739275,-10.0,30.729713670191828,46.20515607935771
incognitootbc,8.18752444235941,0.0,-3.6711861192756317,-7.169811320754718,48.849188390056305,46.19571539238537
spike562,15.882461588533115,3.75,-4.85043140229449,-10.0,41.412124767875255,46.194154954113884
Waragami,30.159641601143274,11.25,-4.220988664251493,-10.0,18.983644787849293,46.17229772474108
Dharc,8.63623895053155,3.75,-5.0,-5.857142857142861,44.628376859149725,46.15747295253841
Joordi25,18.521077464505314,7.5,-3.047035175879401,-8.719999999999999,31.90060437481825,46.15464666344417
Kyito,15.036062441605008,3.75,-0.692964824120601,-10.0,38.05926095040309,46.152358567887504
Deqronia,13.89771006464483,0.0,-1.0809482193576656,-10.0,43.330173052633334,46.1469348979205
winder487,17.556320961781267,11.25,-4.923984328421767,-10.0,32.24807068903026,46.13040732238976
RaimuBito,23.869133012345014,11.25,-4.982792751636978,-9.606060606060609,25.579484563559614,46.10976421820705
ATargetFinderScrub,38.98960026943763,7.5,-0.5337475046465272,-1.2671232876712253,1.41140008326406,46.10012956038394
Motion,15.036062441605008,11.25,-5.0,-5.900000000000006,30.708202590744804,46.09426503234981
Gaige,31.604129602582635,7.5,-1.4070351758794004,-3.612334801762117,11.989235881138576,46.07399550607969
Jhelo,10.85613784063218,7.5,-5.0,-0.5633802816901436,33.257888082716455,46.05064564165849
Torotera,19.20492844088533,3.75,-0.4454967143409334,-10.0,33.53471978722139,46.04415151376578
MaikelxTenten,9.23206991616373,0.0,-3.740368509212729,-4.999999999999993,45.54643233197285,46.03813373892386
KakarottoGundam,23.869133012345014,7.5,-0.5282472970915251,-10.0,25.19546846529445,46.03635418054794
Alians,23.738851150981034,7.5,-2.9924010295379304,-10.0,27.77991174297258,46.026361864415684
Reichu,21.76357998540125,3.75,-4.930525108765309,-5.167785234899334,30.602100377963367,46.017370019699975
Cosmin,22.161790705285217,0.0,-5.0,-4.9671052631579045,33.81270271534933,46.00738815747664
bromar6190,12.603648571800585,0.0,-3.3949869831083106,-10.0,46.75562274397438,45.96428433266665
Rizzzle,10.85613784063218,3.75,-5.0,-10.0,46.334603400526554,45.94074124115873
Valoup,17.140223483545235,7.5,-1.9722525671837445,-2.4347826086956488,25.702190438338448,45.93537874600429
xKenshinx,17.694669400441274,11.25,-5.0,-7.252100840336134,29.19411258458321,45.88668114468835
youtuberdeanime,25.418837239384732,0.0,-3.112738835420032,-10.0,33.55301515517844,45.85911355914314
PizzeKruste,12.892445315064645,3.75,-5.0,-10.0,44.210695216651914,45.85314053171656
angelalias,14.183350321140878,0.0,-5.0,-9.914893617021278,46.569147413281655,45.837604117401256
Mockbone,21.096388244741295,3.75,-0.7820351758794004,-10.0,31.7361624329076,45.800515501769496
Daisenpai,12.314150387032523,3.75,-2.0243191264966782,-10.0,41.75424692206378,45.79407818259962
Milijango,33.607261271937574,7.5,-3.4971991103056297,-2.5,10.673499960660774,45.78356212229272
Apicula,17.279098003333246,3.75,-2.0412406861895676,-1.0344827586206904,27.795258112866087,45.748632671389075
ShadyHades,18.658198380533317,11.25,-5.0,-9.88095238095238,30.70938152632738,45.73662752590832
LaidBackAmia,14.752526509620967,15.0,-5.0,-7.5,28.479579182539418,45.73210569216039
Rainkami,23.215970101765105,11.25,-2.6257851758794004,-10.0,23.87870624778823,45.71889117367394
JordanCozy,19.34117255503333,7.5,-2.971920672062609,-10.0,31.847810566957786,45.717062449928505
Darkshadow1593,26.311169906820528,7.5,-2.7385569150098377,-10.0,24.62481112787052,45.6974241196812
LePadeaux,14.610495503064948,0.0,-1.5616743511371283,-2.886597938144334,35.53315199683326,45.695375210616746
AJYuusha,20.42481249468132,7.5,-3.9969632334333625,-10.0,31.73787401373781,45.665723274985766
MercifuL,9.825095115779904,0.0,-3.5164101758794004,-7.203125,46.5314280828384,45.636988022738905
TraskCilaron,22.558423181785184,11.25,-5.0,-9.451612903225808,26.26764860468209,45.62445888324147
JoeMas,28.56628353848387,3.75,-2.6694114135031697,-10.0,25.97402364253141,45.62089576751211
WindyCock,9.972913014743945,3.75,-4.945496714340933,-10.0,46.83419517784887,45.61161147825188
WH473V3R,20.559478365445315,3.75,-1.0215362526920302,-10.0,32.280760230110914,45.5687023428642
Acfuu,17.694669400441274,3.75,-1.28098475571133,-10.0,35.380497385515454,45.544182030245395
KoriRotti,18.658198380533317,7.5,-4.383225652069882,-9.134920634920633,32.89956317601614,45.53961526955894
CancerDog,17.556320961781267,0.0,-1.110425006387871,-1.3220338983050937,30.399963221975096,45.5238252790634
Stranger333,11.878587907060426,0.0,-5.0,-6.089743589743591,44.722566406223315,45.51141072354015
Math,23.60839392924105,3.75,-4.719918611462219,-9.41717791411044,32.22860194965268,45.44989935332107
DJJJ,12.892445315064645,3.75,-4.9952704699970525,-0.470588235294116,34.26397334834241,45.440559958115884
MilkCoffee,13.611368366644781,0.0,-4.648520379676157,-7.611111111111114,44.08841557372241,45.44015244957992
Sitanshu,23.869133012345014,7.5,-5.0,-10.0,29.066832793599332,45.43596580594435
Aezreal,16.022914351705133,0.0,-2.9490912506457505,-10.0,42.35816237380772,45.431985474867105
Yuuri,28.689901705559834,7.5,-3.3035869000173363,-10.0,22.533084729159512,45.41939953470201
hakasechan,8.337271305459458,7.5,-2.5181462869905147,-10.0,42.0760820984927,45.39520711696164
NetanelAMQ,16.16319175450115,7.5,-4.601479620323843,-3.75,30.057810409114026,45.36952254329133
Dango,23.346953404633087,15.0,-5.0,-10.0,22.013312312741707,45.36026571737479
Makiiras,21.497229370265266,11.25,-4.876422930981448,-6.8027210884353835,24.286447521623856,45.35453287247229
Hinamatsurice,15.882461588533115,11.25,-5.0,-2.2641509433962312,25.42943040587744,45.29774105101433
BIadeworks,14.894382155800987,3.75,-5.0,-10.0,41.64652520652871,45.29090736232969
Azelote,14.040617873080858,7.5,-5.0,-8.709677419354833,37.43480571472347,45.265746168449496
Bubbalooka,19.20492844088533,7.5,-4.060881329725561,-10.0,32.585057588831035,45.2291046999908
NFMaster,24.51791191352491,3.75,-2.3776234111735164,-1.1529411764705912,20.42726408946442,45.16461141534522
JTJ7,19.74885273522133,7.5,-3.7950948773719375,-5.97014925373135,27.670049507568173,45.15365811168621
Lebeau,10.709372103924142,0.0,-3.692749461593692,-1.7857142857142918,39.92199635508063,45.15290471169679
Horiverse,30.885042088630968,15.0,-4.732827031083019,-10.0,13.985147691119627,45.13736274866758
