name,anime_count_score,shared_10s_score,global_user_mean_diff_score,user_mean_diff_score,pearson_score,final_score
DOSS300,21.76357998540125,7.5,-5.0,-7.818791946308721,28.662921284545664,45.10770932363819
aphextwinsucks,14.752526509620967,11.25,-5.0,-0.510204081632665,24.604368059618412,45.096690487606715
basos,14.468289136132924,3.75,-5.0,-10.0,41.876592805174724,45.09488194130765
Matias,26.05709451800459,0.0,-4.758683527527751,-1.2087912087912116,24.971415281585898,45.061035063271525
otavioh,9.23206991616373,3.75,-3.6570351758794004,-0.9166666666666714,36.64862285424462,45.05699092786228
Qpi,21.896492252405242,7.5,-0.6737018425460661,-10.0,26.330161168928708,45.052951578787884
neviefleur,21.497229370265266,3.75,-2.563497760913421,-7.448979591836739,29.78885357285177,45.02360559036688
SeijuroKusanagi,25.929793783032622,0.0,-2.6261139953913144,-10.0,31.71896655191047,45.02264633955178
Haki,36.90740286651537,3.75,-4.355753124597342,-5.571428571428562,14.292042656629699,45.02226382711916
blueris,20.154954672025326,0.0,-0.3447896416388474,-10.0,35.208160142052115,45.018325172438594
aranha96,7.134386310131056,3.75,-2.0592090889228842,-10.0,46.18587506665305,45.01105228786122
MikusAria,19.06850896636133,3.75,-5.0,-10.0,37.19140007268706,45.00990903904839
Shinyyyjoke,19.74885273522133,3.75,-5.0,-1.8656716417910388,28.363138261778087,44.99631935520838
Deekshith743,18.108662554165296,7.5,-4.439822061125298,-10.0,33.80693105108803,44.97577154412802
404error,18.246309551321303,11.25,-2.495403848510847,-10.0,27.94553146492112,44.946437167731574
AppyApps,23.08481143852112,11.25,-5.0,-0.9748427672955984,16.576825701758125,44.93679437298364
Panks,20.154954672025326,3.75,-1.4435315262443709,-10.0,32.42622306051741,44.88764620629836
Aurora20,20.01976272013333,0.0,-0.7820351758794004,-10.0,35.63990122480445,44.877628769058376
Afterstory2G,20.01976272013333,7.5,-1.3335057641146904,-9.117647058823536,27.79253271486184,44.86114261205694
TwilightSomnus,12.458987159604556,7.5,-5.0,-10.0,39.88682467053276,44.845811830137315
SomeLazyBum,33.723514303221506,3.75,-4.123577069018559,-5.3877551020408205,16.848024447751826,44.81020657991395
Impy,22.029229159033232,7.5,-2.102399414289991,-3.2781456953642447,20.650036963360822,44.79872101273982
erengy,24.51791191352491,7.5,-1.1423292935264584,-10.0,23.910732289363565,44.78631490936202
Lemonsss,16.58297180063319,7.5,-5.0,-6.216216216216225,31.899241127450832,44.7659967118678
BakaDebakar,21.096388244741295,15.0,-5.0,-10.0,23.63777473915077,44.73416298389206
ChiYukeh,18.246309551321303,3.75,-1.4476855823834711,-7.4552845528455265,31.639318984193036,44.732658400285345
JustZettai,32.435086138418214,0.0,-2.133530902375128,-10.0,24.421197828320942,44.72275306436403
Bicker,11.002728216964218,0.0,-1.7179648241205996,-3.680555555555557,39.10139763881128,44.705605476099336
RossiRoad,13.324325227140728,3.75,-4.588853357697587,-3.4090909090909207,35.57167929318868,44.6480602535409
eikka,25.033778547700813,7.5,-0.544966210362162,-10.0,22.6323746901938,44.62118702753245
DarknessLord,33.0233657098779,7.5,-5.0,-8.535564853556494,17.619914863601338,44.607715719922744
RedzoOG,10.120555553331984,0.0,-5.0,-2.924242424242422,42.407572369885386,44.60388549897495
Vinz,16.443220478965177,3.75,-5.0,-10.0,39.405334178868934,44.598554657834114
kenloh,11.58733611853236,0.0,-0.17191219254165446,-10.0,43.16186878711083,44.57729271310154
Meowvin,27.1949099158323,15.0,-5.0,-10.0,17.351643164732348,44.54655308056465
Bulerbinka,11.878587907060426,3.75,-0.18908645793068501,-10.0,39.074745937187075,44.51424738631682
BurgerMan0,9.52893323672382,0.0,-5.0,-0.6451612903225765,40.62165760954701,44.505429555948254
Lampshade4lyfe,14.325907408824902,0.0,-0.3017720179846606,-10.0,40.471771062357924,44.49590645319817
DodgeChance,20.69396887583331,3.75,-2.6127089347446457,-8.120567375886523,30.77296052933721,44.48365309453935
KangWoo,16.58297180063319,7.5,-3.434062202906432,-3.1351351351351298,26.967739146887833,44.481513609479464
Pipa,36.23671481633986,0.0,-1.1023281200007489,-2.9400749063670446,12.268840587337612,44.46315237730968
corgetov,11.58733611853236,0.0,-0.632438508331127,-7.407894736842103,40.88449529702184,44.431498170380976
PhiroTaiyo,24.905074929720836,3.75,-1.869462921544141,-10.0,27.641763911269038,44.42737591944574
Acreama,11.002728216964218,0.0,-0.6431462869905147,-10.0,44.065350401848804,44.424932331822504
doughyjohnny,21.896492252405242,3.75,-0.6737018425460661,-10.0,29.447241156375544,44.42003156623472
Elit3Blaze,28.070057266420037,11.25,-4.184812953657172,-10.0,19.26983696489165,44.40508127765452
Rezu55,23.346953404633087,11.25,-5.0,-9.90683229813665,24.67689406862354,44.367015175119974
Tyochiii,27.1949099158323,3.75,-0.1504906732616007,-4.602094240837701,18.159037557587915,44.35136255932092
Slateonyx,21.363791022133277,11.25,-5.0,-9.760273972602747,26.489031502842835,44.342548552373366
SetanSan,19.61313470220133,3.75,-5.0,-4.2105263157894655,30.17042311128588,44.32303149769774
haganbmj,21.096388244741295,7.5,-0.6084240647682861,-8.013888888888886,24.345599287381305,44.319674578465424
biogundam,20.962423815481298,11.25,-4.518923287767507,-7.62237762237762,24.23496421236816,44.30608711770434
nyamu,20.42481249468132,3.75,-2.9897689888290415,-10.0,33.09935630489815,44.28439981075043
AntOtaku,27.320457047044265,15.0,-2.370576842546072,-10.0,14.330524296653886,44.28040450115208
JaspionPraieiro,15.601029981061084,3.75,-2.1025802087359864,-10.0,37.00303613053182,44.25148590285691
Mizumarshes,14.468289136132924,0.0,-3.698701842546072,-10.0,43.429849587104606,44.19943688069146
Natsonic,32.19854678720234,3.75,-0.6742765551897492,-10.0,18.8248015108805,44.09907174289309
bigcretin,18.795143936185323,3.75,-0.18656273493451891,-6.2204724409448815,27.928773332771147,44.06688209307707
StudentOfEtherium,25.29065970253276,3.75,-3.8502169940612134,-7.045454545454547,25.91713088249743,44.06211904551443
clausewitzama,32.435086138418214,7.5,-1.3856676545118773,-7.48290598290599,12.98212377844192,44.04863627944226
FrenziedHero,26.437944560664498,7.5,-2.6502784191226425,-5.567567567567565,18.29607388626612,44.01617246024041
Dekaey,20.559478365445315,7.5,-1.1927494615936922,-10.0,27.139352100701732,44.00608100455335
xAndrewCFC,15.741833464985099,0.0,-2.1689399377841596,-10.0,40.432698199501154,44.00559172670209
Diam,39.63398426321305,3.75,-1.6083774577585928,-8.691275167785236,10.920897497437267,44.00522913510649
alpuca,9.825095115779904,7.5,-5.0,-9.453125,41.08974545115679,43.96171556693669
IcyRichdaddy,18.521077464505314,7.5,-1.2070351758793976,-10.0,29.13632864325787,43.95037093188378
EliRush,18.246309551321303,7.5,-3.276953875066397,-6.788617886178869,28.249943976640054,43.93068176671609
Kusefiru,15.177567367033026,0.0,-2.1496094333051445,-10.0,40.899298275563474,43.92725620929136
Jackisboy,22.294176891161207,7.5,-0.1942720136630811,-9.549019607843135,23.86158217713767,43.91246744679266
Asuto,36.23671481633986,7.5,-4.253477123444938,-4.363295880149806,8.78485887752621,43.90480069027133
AfutureV,20.559478365445315,11.25,-5.0,-10.0,27.089825580763105,43.89930394620842
gohanx,23.999239513332995,11.25,-3.6660713204577178,-10.0,22.300440403393203,43.88360859626848
Xenobia,16.722547761925203,0.0,-0.4679648241205996,-10.0,37.58811798528687,43.84270092309147
EvangelionMartini,12.892445315064645,0.0,-1.8776234111735164,-10.0,42.76586159150315,43.780683495394285
snakebite,16.443220478965177,7.5,-5.0,-10.0,34.817641642901194,43.76086212186637
Zaphkyiel,26.184219892600563,3.75,-1.379712771507812,-10.0,25.168190079737716,43.72269720083047
giinkou,17.001173603381226,0.0,-2.9859825443004553,-10.0,39.66445105810755,43.67964211718832
MechAnimeReview,38.229840046258296,0.0,-1.5649299127215102,-10.0,17.008455203006548,43.673365336543334
Zaur,19.34117255503333,11.25,-5.0,-10.0,28.058951534713195,43.65012408974653
toxruu,13.324325227140728,7.5,-3.6797624486066667,-8.579545454545446,35.06973570574174,43.634753029730355
Chichiro,19.20492844088533,0.0,-2.323734054889833,-2.038461538461533,28.776451232990564,43.619184080524526
GhostHardware2137,12.603648571800585,7.5,-5.0,-0.9518072289156692,29.46515987467574,43.617001217560656
Otosaka,28.56628353848387,0.0,-0.29317378974078423,-8.490099009900995,23.804469558635464,43.587480297477555
InkSpider,15.036062441605008,0.0,-1.2070351758793976,-0.4399999999999977,30.19330519466721,43.58233246039282
Suceur2keu,13.467934477080755,7.5,-2.4182711309355795,-8.415730337078656,33.43780762358448,43.571740632651
bentosekai,14.040617873080858,0.0,-4.148970659750361,-5.430107526881727,39.06093332646318,43.522473012911945
Inuxx,17.279098003333246,3.75,-0.7173800034656068,-3.1896551724137936,26.37194545307376,43.49400828052761
Etsuu,12.458987159604556,3.75,-2.748498590513549,-10.0,40.0323458306884,43.492834399779404
Nydes,18.658198380533317,3.75,-3.2721145409587677,-10.0,34.32847407837694,43.464557917951495
KindaNeet,20.69396887583331,3.75,-0.4141273744609606,-3.5106382978723474,22.943196383046796,43.462399586546795
TusharChaudhary123,21.096388244741295,7.5,-4.427868509212729,-10.0,29.281574920305893,43.45009465583446
christianMp,22.294176891161207,0.0,-2.1223765888264836,-10.0,33.26649679561511,43.438297097949835
Nhanri,8.486842808183503,0.0,-2.5929648241205996,-10.0,47.514178403451794,43.4080563875147
kazeX,19.06850896636133,7.5,-3.1899809123135157,-9.89147286821705,29.916258748506642,43.403313934337405
aZeldin,12.892445315064645,7.5,-4.7599763523499945,-10.0,37.74661802617222,43.37908698888687
PepperKoi,18.931914131461326,3.75,-0.5085976758794004,-2.8515625,24.05548681467952,43.377240770261444
Haurmeya,12.02395076076046,7.5,-5.0,-10.0,38.83093797141951,43.35488873217997
hahachickem,15.741833464985099,3.75,-2.835606604450831,-10.0,36.68888808002536,43.345114940559625
Xumi,19.74885273522133,0.0,-1.854796369909252,-6.68656716417911,32.02532422256387,43.23281342369684
Nixabeast,12.892445315064645,3.75,-0.8187998817617483,-4.352941176470594,31.755710817486676,43.22641507431898
Warf,23.215970101765105,3.75,-1.1882851758794004,-10.0,27.394466738134906,43.17215166402061
Roxa,21.230177313625287,3.75,-5.0,-9.103448275862064,32.28710839414962,43.16383743191284
futz,15.177567367033026,7.5,-5.0,-7.772277227722768,33.25537427804569,43.16066441735595
RefriedJeans,19.47724130880533,11.25,-2.997944266788494,-4.015151515151516,19.399613008107476,43.113758534972796
Agalloch,9.083375215319688,0.0,-0.8985605996082171,-10.0,44.90887284075869,43.093687456470164
Jelomite,16.861948362841215,3.75,-1.6282741139324912,-10.0,34.0929424866455,43.076616735554225
rgfsedrgserg,18.658198380533317,7.5,-5.0,-10.0,31.87989484187503,43.03809322240835
JMV1997,29.182620770103654,7.5,-1.165489282159598,-10.0,17.502569253023136,43.019700740967195
NotGhosty,15.177567367033026,15.0,-4.971391611522961,-7.9702970297029765,25.7810961894222,43.01697491522929
Ghostcf,13.324325227140728,0.0,-5.0,-6.079545454545453,40.761017627373036,43.00579739996831
soothingMelody,17.279098003333246,3.75,-4.941517934500084,-9.465517241379317,36.36816796011354,42.990230787567384
LOOMIS,21.76357998540125,15.0,-3.1184445718525495,-10.0,19.3383487834701,42.9834841970188
battler09,17.556320961781267,11.25,-5.0,-4.576271186440678,23.750812916082033,42.98086269142262
Yugonyaaa,26.437944560664498,3.75,-1.4070351758794004,-10.0,24.18801746497974,42.96892684976484
39teeth,17.694669400441274,7.5,-0.7347662683163776,-7.82352941176471,26.324243805746125,42.96061752610631
Kaneo,18.246309551321303,11.25,-4.293214037668022,-9.674796747967477,27.40946675369493,42.93776551938073
Hakaiyo,34.18677282459723,3.75,-1.3841294827551351,-10.0,16.35209937866209,42.90474272050418
Navz,22.029229159033232,7.5,-3.327564977203906,-10.0,26.694298321653307,42.895962503482636
RandomPumpkin,17.417797162745256,3.75,-4.612163381007605,-4.01709401709401,30.320062668163736,42.85860243280737
H1GHLANDER360,14.040617873080858,3.75,-3.82639001458908,-10.0,38.86843611226785,42.832663970759626
Neshura,19.74885273522133,3.75,-2.6756918922973085,-10.0,31.97991193591375,42.80307277883777
Cuteholic,19.47724130880533,7.5,-0.8009745698187913,-10.0,26.573197323082717,42.74946406206925
AlmightyBismarck,14.610495503064948,0.0,-2.510490597316476,-10.0,40.639413433216596,42.739418338965066
wanderiesza,29.0597040445317,7.5,-0.9944138166561061,-1.3106796116504853,8.482829240249563,42.73743985647467
Gramding,16.58297180063319,3.75,-1.1154873466431212,-10.0,33.5127485125399,42.73023296652997
Hashbrownboii,14.894382155800987,3.75,-0.6999644688086875,-0.656565656565661,25.437828686358586,42.72568071678522
Bonboru,21.896492252405242,3.75,-3.307035175879406,-1.9066666666666663,22.26849687027126,42.70128728013043
FakeNameOF,24.51791191352491,3.75,-0.8482116464676324,-3.029411764705884,18.295249285793084,42.68553778814447
Frigo,14.752526509620967,7.5,-3.294790277920214,-10.0,33.71042227061106,42.66815850231181
cokeadd1ct,20.828284025845303,7.5,-5.0,-10.0,29.33946054546615,42.66774457131145
MrDaril,20.962423815481298,0.0,-4.414028182872414,-2.755244755244746,28.850964304186427,42.64411518155056
Kurismay,28.070057266420037,0.0,-4.4625907314349575,-10.0,29.017291761003005,42.62475829598809
komi,14.325907408824902,11.25,-4.8280878074583455,-8.526315789473685,30.400595180374776,42.62209899226765
BendyBento,12.169138254084492,11.25,-4.4695351758794,-10.0,33.666494471022304,42.6160975492274
necrokill,16.303293796921164,0.0,-0.3519893043197655,-10.0,36.62630501497333,42.577609507574735
TYTYTY,29.916438555639377,3.75,-3.073701842546072,-10.0,21.931383325085083,42.52412003817838
Nickysan,23.08481143852112,18.75,-5.0,-10.0,15.653838762659245,42.48865020118036
souolu,17.279098003333246,0.0,-3.7653786172240444,-10.0,38.973929187602295,42.487648573711496
Orangealaid,25.802317687684653,3.75,-3.240368509212729,-10.0,26.164044685840814,42.47599386431274
GenosseWeiss,13.754626895832804,7.5,-0.5279142967585244,-10.0,31.740790549272866,42.46750314834715
premeditator,16.58297180063319,7.5,-5.0,-5.369369369369366,28.736789904046773,42.450392335310596
KnightUnknown,20.42481249468132,7.5,-5.0,-5.899280575539564,25.41899583296467,42.444527752106424
DangerZoner,22.558423181785184,0.0,-5.0,-10.0,34.86191390227175,42.42033708405694
rainclouded,11.149143232920252,3.75,-5.0,-4.178082191780831,36.6781924281743,42.39925346931372
kiwislice,16.022914351705133,3.75,-3.556567886159769,-10.0,36.170583060724404,42.38692952626977
KrissJoe,22.953477414901137,0.0,-3.938680745499653,-1.5189873417721458,24.886368551455355,42.38217787908469
Kapra,18.521077464505314,7.5,-3.527035175879405,-6.3999999999999915,26.285315485492422,42.37935777411834
N0pply,18.246309551321303,7.5,-1.8948400539281778,-10.0,28.515414385125,42.366883882518124
accro4,19.06850896636133,0.0,-0.18211211094230606,-10.0,33.465506203152906,42.35190305857193
squoghunter1492,19.61313470220133,3.75,-0.9559073563305276,-10.0,29.93273744177985,42.33996478765065
XVEthan,16.16319175450115,0.0,-0.3522240833798591,-10.0,36.44066986465962,42.25163753578091
Lucas117,14.325907408824902,7.5,-5.0,-10.0,35.41499982313737,42.240907231962275
Zotie,15.036062441605008,3.75,-0.05703517587939899,-9.759999999999998,33.25899847425671,42.228025739982314
Azrealxdd,11.58733611853236,0.0,-5.0,-2.7631578947368354,38.39543184227297,42.2196100660685
imSlothy9,18.658198380533317,7.5,-5.0,-8.68253968253967,29.703407189591253,42.1790658875849
kohakudoori,15.036062441605008,0.0,-5.0,-10.0,42.133518859360045,42.16958130096505
Tesimal,20.01976272013333,7.5,-1.9217410582323424,-8.75,25.290083758015292,42.13810541991628
Nesetera,11.441447183704327,3.75,-0.6737018425460661,-10.0,37.6141583199997,42.13190366115796
schlawinerchen,12.458987159604556,3.75,-5.0,-8.841463414634148,39.72987897006149,42.0974027150319
Pekachoo,14.610495503064948,3.75,-5.0,-9.072164948453604,37.77323934152098,42.06156989613232
Kedzior,14.752526509620967,11.25,-5.0,-2.5,23.558461208802537,42.060987718423505
tiemtre,23.999239513332995,3.75,-4.690167705999883,-10.0,28.965232086577796,42.02430389391091
SuperMaranan,13.467934477080755,3.75,-3.822765512958057,-10.0,38.61395225086262,42.00912121498531
godofthemultiverse,8.18752444235941,3.75,-3.7655257419171306,-1.8867924528301927,35.70443213622602,41.989638383838106
kazumarunitup,17.417797162745256,18.75,-5.0,-10.0,20.80875147429749,41.976548637042754
PirateMech,25.162306805304787,11.25,-3.92132089016512,-10.0,19.459500636248148,41.95048655138781
speedfreek16,11.58733611853236,0.0,-1.9482279820153394,-10.0,42.27499139562704,41.914099532144064
Onizaki,31.365135206102742,11.25,-3.0070351758793947,-10.0,12.28044557421931,41.888545604442655
Noaaa,15.177567367033026,0.0,-4.7238668590477175,-8.168316831683171,39.585039578781625,41.870423255083765
Chidoryy,15.601029981061084,0.0,-5.0,-9.85576923076924,41.08143126097094,41.82669201126278
glassknuckles,9.972913014743945,0.0,-1.9454967143409334,-10.0,43.782694958803006,41.81011125920602
DrizzyRhyme,14.468289136132924,3.75,-0.7299518425460718,-10.0,34.295024134818576,41.78336142840543
cheeseplush,19.61313470220133,3.75,-3.549892318736539,-1.9398496240601588,23.898853708964356,41.77224646836899
blauet01,18.521077464505314,3.75,-3.0870351758794072,-9.0,31.570963279272,41.75500556789791
Reggyhcp,21.230177313625287,0.0,-2.544966210362162,-10.0,33.060247806666325,41.745458909929454
vorpent,19.61313470220133,0.0,-0.8055314164809033,-9.135338345864668,32.03221293658538,41.70447787644114
critttler,14.325907408824902,3.75,-2.56492991272151,-8.578947368421055,34.756108580174256,41.688138707856595
LordSig,20.42481249468132,3.75,-0.2476410831134075,-10.0,27.750326419371863,41.67749783093977
sakuracards,23.477761347125067,3.75,-2.1169117190892734,-10.0,26.56045577168782,41.671305399723614
Kyotso,32.906060516337966,7.5,-3.6129175288205744,-6.806722689075627,11.657600076409038,41.644020374850804
Braveboy,18.795143936185323,0.0,-1.3882404146717775,-10.0,34.20900792143794,41.615911442951486
conrab,7.737231690803261,7.5,-4.307035175879406,-10.0,40.66593960564901,41.596136120572865
Zainou,28.442490011031918,3.75,-1.403910097752437,-8.930348258706466,19.683356447917156,41.541588102490174
