brettyoshi9,Hidamari Sketch x ☆☆☆,7062,75,COMPLETED
brettyoshi9,Hidamari Sketch x ☆☆☆ Specials,9563,70,COMPLETED
brettyoshi9,Hidamari Sketch x SP,11237,70,COMPLETED
brettyoshi9,Shigofumi: Sorekara,4715,65,COMPLETED
brettyoshi9,Hidamari Sketch x Honeycomb,11239,75,COMPLETED
brettyoshi9,Hidamari Sketch: Sae Hiro Sotsugyou-hen,17739,75,COMPLETED
brettyoshi9,Masamune-kun no Revenge,21857,60,COMPLETED
brettyoshi9,Hadashi no Gen,1824,55,COMPLETED
brettyoshi9,Gake no Ue no Ponyo,2890,50,COMPLETED
brettyoshi9,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",97908,65,COMPLETED
brettyoshi9,Higurashi no Naku Koro ni,934,30,COMPLETED
brettyoshi9,Karigurashi no Arrietty,7711,70,COMPLETED
brettyoshi9,Meitantei Conan: Tokei Jikake no Matenrou,779,70,COMPLETED
brettyoshi9,Arslan Senki: Fuujin Ranbu,21424,70,COMPLETED
brettyoshi9,Hoshiai no Sora,104052,65,COMPLETED
brettyoshi9,Nerawareta Gakuen,14293,60,COMPLETED
brettyoshi9,Yuukoku no Moriarty,114124,80,COMPLETED
brettyoshi9,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,21296,65,COMPLETED
brettyoshi9,Jaku-Chara Tomozaki-kun,112443,85,COMPLETED
brettyoshi9,Mushoku Tensei: Isekai Ittara Honki Dasu,108465,75,COMPLETED
brettyoshi9,Jujutsu Kaisen,113415,75,COMPLETED
brettyoshi9,SK∞,124153,75,COMPLETED
brettyoshi9,Horimiya,124080,70,COMPLETED
brettyoshi9,Bishounen Tanteidan,113428,60,COMPLETED
brettyoshi9,Wonder Egg Priority,124845,45,COMPLETED
brettyoshi9,Bungou Stray Dogs Wan!,120150,65,COMPLETED
brettyoshi9,Koutetsujou no Kabaneri,21196,55,COMPLETED
brettyoshi9,PUI PUI Molcar,127690,45,COMPLETED
brettyoshi9,Munou na Nana,117343,65,COMPLETED
brettyoshi9,Kamisama ni Natta Hi,118419,60,COMPLETED
brettyoshi9,Majokko Shimai no Yoyo to Nene,15813,55,COMPLETED
brettyoshi9,BanG Dream!,87435,70,COMPLETED
brettyoshi9,Maou-jou de Oyasumi,111428,70,COMPLETED
brettyoshi9,Akudama Drive,116566,60,COMPLETED
brettyoshi9,IDOLY PRIDE,113814,85,COMPLETED
brettyoshi9,Sora no Aosa wo Shiru Hito yo,108577,60,COMPLETED
brettyoshi9,Zombie Land Saga,103871,80,COMPLETED
brettyoshi9,Hypnosis Mic: Division Rap Battle - Rhyme Anima,113652,65,COMPLETED
brettyoshi9,Love Live! Nijigasaki Gakuen School Idol Doukoukai,113970,85,COMPLETED
brettyoshi9,Shoujo☆Kageki Revue Starlight,98658,80,COMPLETED
brettyoshi9,SSSS.GRIDMAN,99424,65,COMPLETED
brettyoshi9,Super Danganronpa 2.5 Komaeda Nagito to Sekai no Hakaimono,98153,70,COMPLETED
brettyoshi9,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,21509,80,COMPLETED
brettyoshi9,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,21825,75,COMPLETED
brettyoshi9,"Tantei wa mou, Shindeiru.",128712,70,COMPLETED
brettyoshi9,"Kimi to, Nami ni Noretara",105018,65,COMPLETED
brettyoshi9,86: Eighty Six,116589,90,COMPLETED
brettyoshi9,Josee to Tora to Sakanatachi,113596,80,COMPLETED
brettyoshi9,Odd Taxi,128547,75,COMPLETED
brettyoshi9,Bakuten!!,125839,70,COMPLETED
brettyoshi9,Wonder Egg Priority: Tokubetsu-hen,131773,20,COMPLETED
